,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
8184,8184,journals/sigmod/Winslett01a,KBwBF58IqJgJ,"gio wiederhold speaks out on moving into academia in mid-career, how to be an effective consultant, why you should be a program manager as a funding agency, the need for ontology algebra and simulations, and more",,2001,how to identify and estimate the top largest traffic matrix elements in a changing environment,"a soule, a nucci, e leonardi, r cruz, n taft",0,0
8208,8208,journals/sigmod/Winslett01a,wXfzjYQNxA8J,"gio wiederhold speaks out on moving into academia in mid-career, how to be an effective consultant, why you should be a program manager as a funding agency, the need for ontology algebra and simulations, and more",,2001,"why do citizens want to keep refugees out? threats, fairness, and hostile norms in the treatment of  ","wr louis, j duck, dj terry, r schuller, r lalonde",0,0
8233,8233,journals/sigmod/Winslett02a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D565127%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,david dewitt speaks out,m winslett,2002,david dewitt speaks out,"s be proud, hsfis very, p spent",2002,1
8261,8261,journals/sigmod/Winslett94,8lafnpE84ocJ,progress on hpcc and nii,m winslett,1994,distinguished database profiles: interview with jim gray,m winslett,0,0
8264,8264,journals/sigmod/Winslett94,dMNA36iCZl0J,progress on hpcc and nii,m winslett,1994,k. smith entity modeling in the mls relational model,m winslett,0,0
8291,8291,journals/sigmod/WinslettCDHZZ02,url:http://portal.acm.org/citation.cfm%3Fid%3D166635.166664%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,database research at the university of illinois at urbana-champaign,"m winslett, k chang, a doan, j han, c zhai, y zhou",2002,database research at the university of twente,"pmg apers, h balsters, hm blanken, ra de by, maw  ",1993,0
8300,8300,journals/sigmod/Wu02,url:http://portal.acm.org/citation.cfm%3Fid%3D637411.637426%26dl%3DGUIDE%26dl%3DACM%26idx%3D637411%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,small worlds: the dynamics of networks between order and randomness - book review,,2002,small worlds: the dynamics of networks between order and randomness,"j wu, dj watts",2002,1
8310,8310,journals/sigmod/WuY00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381889%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,report on second international workshop on advanced issues of e-commerce and web-based information systems,,2000,workshop report: the first international workshop on active and real-time database systems (artdb-95 ,"m berndtsson, j hansson",1996,0
8311,8311,journals/sigmod/WuY00,yI5E8TGu5BwJ,report on second international workshop on advanced issues of e-commerce and web-based information systems,,2000,report from the nsf workshop on workflow and process automation in information systems,"a sheth, d georgakopoulos, s joosten, m  ",1996,0
8326,8326,journals/sigmod/YeungHL94,yQv94p3tE1IJ,performance evaluation of a new distributed deadlock detection algorithm,"c yeung, s hung, k lam",1994,performance evaluation of a new distributed deadlock detection algorithm,"c yeung, s hung, k lam",1994,1
8337,8337,journals/tods/AikenHW95,U8ZlWhxgtxYJ,static analysis techniques for predicting the behavior of active database rules,"a aiken, j hellerstein, j widom",1995,static analysis techniques for predicting the behavior of active database rules â??,"jm hellerstein, j widom",1995,1
8339,8339,journals/tods/AikenHW95,cHpmOFVpTi8J,static analysis techniques for predicting the behavior of active database rules,"a aiken, j hellerstein, j widom",1995,static analysis techniques for predicting the behavior of database production rules,"a aiken, j widom, jm hellerstein",0,1
8355,8355,journals/tods/BaralisW00,Z0lLE6fJWsMJ,an algebraic approach to static analysis of active database rules,"e baralis, j widom",2000,better static rule analysis for active database systems,"e baralis, j widom",0,0
8364,8364,journals/tods/BertinoBFS98,RLes3oK5dI0J,an access control model supporting periodicity constraints and temporal reasoning,"e bertino, c bettini, e ferrari, p samarati",1998,reasoning with temporall authorizations and periodicity constraints in database access control,"e bertino, c bettini, e ferrari, p samarati",0,0
8396,8396,journals/tods/ChakrabartiKMP02,Cy8VDlIamc8J,locally adaptive dimensionality reduction for indexing large time series databases,"k chakrabarti, e keogh, s mehrotra, m pazzani",2002,mehrotra. 2001. locally adaptive dimensionality reduction for indexing large time series databases,"e keogh, k chakrabarti, m pazzani",0,1
8399,8399,journals/tods/ChakrabartiKMP02,TSci5IFXdKAJ,locally adaptive dimensionality reduction for indexing large time series databases,"k chakrabarti, e keogh, s mehrotra, m pazzani",2002,  simple dimensionality reduction technique for fast similarity search in large time series databases,"ej keogh, mj pazzani",0,0
8400,8400,journals/tods/ChakrabartiKMP02,VrMg0lwPpO4J,locally adaptive dimensionality reduction for indexing large time series databases,"k chakrabarti, e keogh, s mehrotra, m pazzani",2002,grid-based indexing for large time series databases,"j an, h chen, k furuse, n ohbo, e keogh",0,0
8408,8408,journals/tods/ChaudhuriS99,QCFUIVkspywJ,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1999,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1999,1
8409,8409,journals/tods/ChaudhuriS99,hk2lzbke6hQJ,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1999,optimization of predicates with user-defined predicates,"s chaudhuri, k shim",0,1
8414,8414,journals/tods/Chen95,HEnlcR2tDd0J,declarative updates of relational databases,w chen,1995,query evaluation under the well founded semantics,w chen,0,0
8418,8418,journals/tods/Chen95a,HEnlcR2tDd0J,query evaluation in deductive databases with alternating fixpoint semantics,w chen,1995,query evaluation under the well founded semantics,w chen,0,0
8423,8423,journals/tods/ChenHM95,W0L9nOcuhmIJ,an execution model for limited ambiguity rules and its application to derived data update,"i chen, r hull, d mcleod",1995,bulk-loading technique for object databases and an application to relational data,"sa yahia, s cluet, c delobel",0,0
8447,8447,journals/tods/Chomicki95,zc9i-P-OfU4J,efficient checking of temporal integrity constraints using bounded history encoding,j chomicki,1995,temporal inegrity constraints in relational databases,j chomicki,0,0
8452,8452,journals/tods/CiacciaP02,LZAE3r3rxbsJ,searching in metric spaces with user-defined and approximate distances,"p ciaccia, m patella",2002,zezula pm-tree: an efficient access method for similarity search in metric spaces [c],"p ciaccia, m patella",0,0
8458,8458,journals/tods/CliffordC94,l4zJZIJGgyQJ,on completeness of historical relational query languages,"j clifford, a croker, a tuzhilin",1994,on completeness of historical query languages,"j clifford, a croker, a tuzhilin",0,1
8483,8483,journals/tods/DeyS96,uZVc1wSi3y4J,a probabilistic relational model and algebra,"d dey, s sarkar",1996,a probabilistic relational model and algebra,"d dey, s sarkar",1996,1
8511,8511,journals/tods/FukudaMMT01,Y8UdbAPhYpUJ,data mining with optimized two-dimensional association rules,"t fukuda, y morimoto, s morishita, t tokuyama",2001,system for optimized numeric association rules,"t fukuda, y morimoto, s morishita, t tokuyama",0,0
8512,8512,journals/tods/FukudaMMT01,ZGYtJqgVD2cJ,data mining with optimized two-dimensional association rules,"t fukuda, y morimoto, s morishita, t tokuyama",2001,theory of communication,"t fukuda, y morimoto, s morishita, t tokuyama",0,0
8513,8513,journals/tods/FukudaMMT01,_2f7zWIzK0QJ,data mining with optimized two-dimensional association rules,"t fukuda, y morimoto, s morishita, t tokuyama",2001,"data mining using two-dimensional optimized association rules for numeric attributes: scheme,  ","t fukuda, y morimoto, s morishita, t tokuyama",0,1
8516,8516,journals/tods/FukudaMMT01,lmXiI4fB9vgJ,data mining with optimized two-dimensional association rules,"t fukuda, y morimoto, s morishita, t tokuyama",2001,"data mining using two-dimensional optimized association rules: scheme, algorithms, and visualization ","t fukuda, y morimoto, s morishita, t tokuyama",1996,1
8545,8545,journals/tods/GutingBEJLSV00,cURCJR2xHE0J,a foundation for representing and quering moving objects,"r gï¿½ting, m bï¿½hlen, m erwig, c jensen, n lorentzos, m schneider, m vazirgiannis",2000,a foundation for representing and queirying moving objects,"c jensen, mh bã¶hlen, m erwig, m schneider, m  ",0,1
8571,8571,journals/tods/Jimenez-PerisPAK03,yj7oLWfPR4gJ,are quorums an alternative for data replication?,"r jimï¿½nez-peris, m patiï¿½o-martï¿½nez, g alonso, b kemme",2003,are quorums an alternative for data replication?,"r jimenez-peris, m patino-martinez, g alonso, b  ",2003,1
8576,8576,journals/tods/KemmeA00,wiUPadLpCvoJ,a new approach to developing and implementing eager database replication protocols,"b kemme, g alonso",2000,a new approach to developing and implementing eager database replication protocols,"b kemme, g alonso",2000,1
8580,8580,journals/tods/Kim94,Cnzg5SgaiyMJ,charter and scope,w kim,1994,on optimization a sql-like nested query,w kim,0,0
8584,8584,journals/tods/Kim94,RETGb_jFnQIJ,charter and scope,w kim,1994,on optimizing an sql-like nested query,w kim,1982,0
8591,8591,journals/tods/Kim94,url:http://portal.acm.org/citation.cfm%3Fid%3D357775%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ777%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520Transactions%2520on%2520Database%2520Systems%2520(TODS)%26CFID%3D11111111%26CFTOKEN%3D2222222,charter and scope,w kim,1994,source acm transactions on database systems (tods) archive,w kim,1993,0
8602,8602,journals/tods/KorthS94,SEnrzIT9DWMJ,formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,"h korth, g speegle",1994,â?³formal model of correctness without serializability.â?³acm sigmod international conference on  ,"h korth, g speegle",0,0
8621,8621,journals/tods/LakshmananSS01,FqrVkPwzd3kJ,schemasql: an extension to sql for multidatabase interoperability,"l lakshmanan, f sadri, s subramanian",2001,schemasql: an extension to sql for multidatabase interoperability,"lvs lakshmanan, f sadri, sn subramanian",2001,1
8624,8624,journals/tods/Lerner00,ToK56hJPQvUJ,a model for compound type changes encountered in schema evolution,b lerner,2000,a model for schema evolution in object-oriented database systems,s monk,0,0
8644,8644,journals/tods/LiuM96,TNx5vnRHHxMJ,the building blocks for specifying communication behavior of complex objects: an activity-driven approach,"l liu, r meersman",1996,the building blocks for specifying communication behavior of complex objects: an activity-driven  ,"l liu, r meersman",1996,1
8652,8652,journals/tods/MamoulisP01,z9MQwq7G3GYJ,multiway spatial joins,"n mamoulis, d papadias",2001,integration of spatial join algorithms for processing multiple inputs,"n mamoulis, d papadias",1999,0
8687,8687,journals/tods/RaschidL96,F8CXWrRYc-EJ,semantics for update rule programs and implementations in a relational database management system,"l raschid, j lobo",1996,"r a. lorie, and tt price. access path selection ma relational database management system","pg selinger, mm astrahan, dd chamberlain",0,0
8688,8688,journals/tods/RaschidL96,H8XgaS5FFEIJ,semantics for update rule programs and implementations in a relational database management system,"l raschid, j lobo",1996,access path selectlon in a relational database management system,"mm astrahan, pg sellinger, dd chamberlain, ra  ",0,0
8694,8694,journals/tods/RaschidL96,ng5wXF3RpSwJ,semantics for update rule programs and implementations in a relational database management system,"l raschid, j lobo",1996,access path selection in a relational database management system,"pp griffiths, mm astrahan, dd chamberlin, ra lorie ",0,0
8701,8701,journals/tods/Revesz98,dr8s9hbwjR0J,safe query languages for constraint databases,p revesz,1998,safe query languages for constraint databases,pz revesz,1998,1
8713,8713,journals/tods/SistlaWYS98,4owPoyytTP4J,towards a theory of cost management for digital libraries and electronic commerce,"a sistla, o wolfson, y yesha, r sloan",1998,towards a theory of cost management for digital libraries and electronic commerce,"ap sistla, o wolfson, y yesha, rh sloan",1998,1
8731,8731,journals/tods/Snodgrass01,url:http://www.springerlink.com/index/L4H4H12200406465.pdf,editorial,,2001,editorial,p smyth,2003,0
8733,8733,journals/tods/Snodgrass01,url:http://www.springerlink.com/index/M131V2216478525N.pdf,editorial,,2001,editorial,"j regnault, r temple",2001,0
8734,8734,journals/tods/Snodgrass01,url:http://www.springerlink.com/index/N2VQ4NK4H736R74T.pdf,editorial,,2001,editorial,"p muschamp, j hill",2004,0
8756,8756,journals/tods/Snodgrass01a,url:http://www.springerlink.com/index/LD48KCXJWTCRACDL.pdf,editorial,,2001,editorial,"j harmer, j turnbull",2002,0
8758,8758,journals/tods/Snodgrass01a,url:http://www.springerlink.com/index/N2VQ4NK4H736R74T.pdf,editorial,,2001,editorial,"p muschamp, j hill",2004,0
8780,8780,journals/tods/TaoP03,2V2bnIgsY1kJ,spatial queries in dynamic environments,"y tao, d papadias",2003,the mv3r-tree: a spatio-temporal access method for timestamp and interval queries - group of 4 &raquo;,"y tao, d papadias",2001,0
8791,8791,journals/tods/TariSS97,8UdB5vOY_r0J,object normal forms and dependency constraints for object-oriented schemata,"z tari, j stokes, s spaccapietra",1997,"object normal forms and dependency constraints for object-oriented schemata, acm tans","z tari, j stokes, s spaccapietra",0,1
8798,8798,journals/tods/WandSW99,nrEQsOAiE44J,an ontological analysis of the relationship construct in conceptual modeling,"y wand, v storey, r weber",1999,an ontological analysis of the relationship construct conceptual modeling,"w yair, cs veda, w kon",0,1
8809,8809,journals/tods/WinslettSQ94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D195675%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,formal query languages for secure relational databases,"m winslett, k smith, x qian",1994,formal query languages for secure relational databases,"k smith, x qian",1994,1
8816,8816,journals/tods/YanG94,fx6kDLBa8q8J,index structures for selective dissemination of information under the boolean model,"t yan, h garcia-molina",1994,index structures for selective d of information under the boolean model,"t yan, h garcia-molina",1994,1
8822,8822,journals/tods/ZobelMR98,AvV6lMEBGWsJ,inverted files versus signature files for text indexing,"j zobel, a moffat, k ramamohanarao",1998,inverted les versus signature les for text indexing,"j zobel, a moat, k ramamohanarao",0,1
8829,8829,journals/vldb/AbadiCCCCLSTZ03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1024702%26type%3Dpdf,aurora: a new model and architecture for data stream management,"d abadi, d carney, u ï¿½etintemel, m cherniack, c convey, s lee, m stonebraker, n tatbul, s zdonik",2003,"the genalg project: developing a new integrating data model, language, and tool for managing and  ","j hammer, m schneider",2004,0
8843,8843,journals/vldb/AbbadiSW01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D765219%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,guest editorial,,2001,guest editorial,"jr gruser, l raschid, v zadorozhny",2000,0
8844,8844,journals/vldb/AbbadiSW01,url:http://www.ingentaconnect.com/search/expand%3Fpub%3Dinfobike://els/13891286/2000/00000034/00000006/art00152%26unc%3D,guest editorial,,2001,guest editorial,c allocchio,2000,0
8870,8870,journals/vldb/AlbanoGO95,_tswCGHoswMJ,fibonacci: a programming language for object databases,"a albano, g ghelli, r orsini",1995,fibonacci: a programming language for object databases,"a albano, g ghelli, r orsini",1995,1
8884,8884,journals/vldb/ApersCS02,-5ehGhCEl4wJ,editorial,,2002,editorial,dw aha,1997,0
